,N,M,n,m,T,Salary
3930,3,500,3,500,1,3477.914808046955
3931,3,500,3,600,1,3470.248084903884
3932,3,500,3,700,1,3466.938225566209
3933,3,500,3,800,1,3466.8515809959895
3934,3,500,3,900,1,3469.1878029477907
3935,3,500,3,1000,1,3473.3677942916975
3936,3,500,3,1500,1,3510.1027771306262
3937,3,500,3,2000,1,3557.9566691995797
3938,3,500,3,2500,1,3608.1303824311185
3939,3,500,3,3000,1,3657.5448391681784
3940,3,500,4,100,1,3658.4609218936157
3941,3,500,4,200,1,3604.6941309793046
3942,3,500,4,300,1,3570.032571867071
3943,3,500,4,400,1,3547.842349374575
3944,3,500,4,500,1,3534.164808046955
3945,3,500,4,600,1,3526.498084903884
3946,3,500,4,700,1,3523.1882255662085
3947,3,500,4,800,1,3523.101580995989
3948,3,500,4,900,1,3525.4378029477903
3949,3,500,4,1000,1,3529.6177942916975
3950,3,500,4,1500,1,3566.3527771306262
3951,3,500,4,2000,1,3614.2066691995797
3952,3,500,4,2500,1,3664.380382431118
3953,3,500,4,3000,1,3713.7948391681784
3954,3,500,5,100,1,3728.7734218936157
3955,3,500,5,200,1,3675.006630979305
3956,3,500,5,300,1,3640.345071867071
3957,3,500,5,400,1,3618.154849374575
3958,3,500,5,500,1,3604.477308046955
3959,3,500,5,600,1,3596.810584903884
3960,3,500,5,700,1,3593.500725566209
3961,3,500,5,800,1,3593.4140809959895
3962,3,500,5,900,1,3595.7503029477907
3963,3,500,5,1000,1,3599.9302942916975
3964,3,500,5,1500,1,3636.6652771306262
3965,3,500,5,2000,1,3684.5191691995797
3966,3,500,5,2500,1,3734.6928824311185
3967,3,500,5,3000,1,3784.1073391681784
3968,3,500,6,100,1,3808.4609218936157
3969,3,500,6,200,1,3754.694130979305
3970,3,500,6,300,1,3720.032571867071
3971,3,500,6,400,1,3697.842349374575
3972,3,500,6,500,1,3684.164808046955
3973,3,500,6,600,1,3676.498084903884
3974,3,500,6,700,1,3673.188225566209
3975,3,500,6,800,1,3673.1015809959895
3976,3,500,6,900,1,3675.4378029477907
3977,3,500,6,1000,1,3679.6177942916975
3978,3,500,6,1500,1,3716.3527771306262
3979,3,500,6,2000,1,3764.2066691995797
3980,3,500,6,2500,1,3814.3803824311185
3981,3,500,6,3000,1,3863.7948391681784
3982,3,500,7,100,1,3894.7109218936157
3983,3,500,7,200,1,3840.944130979305
3984,3,500,7,300,1,3806.282571867071
3985,3,500,7,400,1,3784.092349374575
3986,3,500,7,500,1,3770.414808046955
3987,3,500,7,600,1,3762.748084903884
3988,3,500,7,700,1,3759.438225566209
3989,3,500,7,800,1,3759.3515809959895
3990,3,500,7,900,1,3761.6878029477907
3991,3,500,7,1000,1,3765.8677942916975
3992,3,500,7,1500,1,3802.6027771306262
3993,3,500,7,2000,1,3850.4566691995797
3994,3,500,7,2500,1,3900.6303824311185
3995,3,500,7,3000,1,3950.0448391681784
3996,3,600,0,0,1,3755.9366184187725
3997,3,600,1,100,1,3602.1352266838294
3998,3,600,1,200,1,3555.8135620069343
3999,3,600,1,300,1,3524.6234234404737
4000,3,600,1,400,1,3503.8031721294915
4001,3,600,1,500,1,3490.3404273908177
4002,3,600,1,600,1,3482.2412654047125
4003,3,600,1,700,1,3478.136976293771
4004,3,600,1,800,1,3477.0595574264735
4005,3,600,1,900,1,3478.307167245639
4006,3,600,1,1000,1,3481.360157589963
4007,3,600,1,1500,1,3512.7450517463612
4008,3,600,1,2000,1,3556.2770993870477
4009,3,600,1,2500,1,3603.076220311816
4010,3,600,1,3000,1,3649.8291641567016
4011,3,600,2,100,1,3596.5102266838294
4012,3,600,2,200,1,3550.1885620069343
4013,3,600,2,300,1,3518.9984234404737
4014,3,600,2,400,1,3498.1781721294915
4015,3,600,2,500,1,3484.7154273908177
4016,3,600,2,600,1,3476.6162654047125
4017,3,600,2,700,1,3472.511976293771
4018,3,600,2,800,1,3471.4345574264735
4019,3,600,2,900,1,3472.682167245639
4020,3,600,2,1000,1,3475.735157589963
4021,3,600,2,1500,1,3507.1200517463612
4022,3,600,2,2000,1,3550.6520993870477
4023,3,600,2,2500,1,3597.451220311816
4024,3,600,2,3000,1,3644.2041641567016
4025,3,600,3,100,1,3630.2602266838294
4026,3,600,3,200,1,3583.9385620069343
4027,3,600,3,300,1,3552.7484234404737
4028,3,600,3,400,1,3531.9281721294915
4029,3,600,3,500,1,3518.4654273908177
4030,3,600,3,600,1,3510.3662654047125
4031,3,600,3,700,1,3506.261976293771
4032,3,600,3,800,1,3505.1845574264735
4033,3,600,3,900,1,3506.432167245639
4034,3,600,3,1000,1,3509.485157589963
4035,3,600,3,1500,1,3540.8700517463612
4036,3,600,3,2000,1,3584.4020993870477
4037,3,600,3,2500,1,3631.201220311816
4038,3,600,3,3000,1,3677.9541641567016
4039,3,600,4,100,1,3686.5102266838294
4040,3,600,4,200,1,3640.1885620069343
4041,3,600,4,300,1,3608.9984234404737
4042,3,600,4,400,1,3588.178172129491
4043,3,600,4,500,1,3574.7154273908172
4044,3,600,4,600,1,3566.616265404712
4045,3,600,4,700,1,3562.511976293771
4046,3,600,4,800,1,3561.4345574264735
4047,3,600,4,900,1,3562.682167245639
4048,3,600,4,1000,1,3565.735157589963
4049,3,600,4,1500,1,3597.1200517463612
4050,3,600,4,2000,1,3640.652099387047
4051,3,600,4,2500,1,3687.4512203118156
4052,3,600,4,3000,1,3734.204164156701
4053,3,600,5,100,1,3756.8227266838294
4054,3,600,5,200,1,3710.5010620069343
4055,3,600,5,300,1,3679.3109234404737
4056,3,600,5,400,1,3658.4906721294915
4057,3,600,5,500,1,3645.0279273908177
4058,3,600,5,600,1,3636.9287654047125
4059,3,600,5,700,1,3632.824476293771
4060,3,600,5,800,1,3631.7470574264735
4061,3,600,5,900,1,3632.994667245639
4062,3,600,5,1000,1,3636.047657589963
4063,3,600,5,1500,1,3667.4325517463612
4064,3,600,5,2000,1,3710.9645993870477
4065,3,600,5,2500,1,3757.763720311816
4066,3,600,5,3000,1,3804.5166641567016
4067,3,600,6,100,1,3836.5102266838294
4068,3,600,6,200,1,3790.1885620069343
4069,3,600,6,300,1,3758.9984234404737
4070,3,600,6,400,1,3738.1781721294915
4071,3,600,6,500,1,3724.7154273908177
4072,3,600,6,600,1,3716.6162654047125
4073,3,600,6,700,1,3712.511976293771
4074,3,600,6,800,1,3711.4345574264735
4075,3,600,6,900,1,3712.682167245639
4076,3,600,6,1000,1,3715.735157589963
4077,3,600,6,1500,1,3747.1200517463612
4078,3,600,6,2000,1,3790.6520993870477
4079,3,600,6,2500,1,3837.451220311816
4080,3,600,6,3000,1,3884.2041641567016
4081,3,600,7,100,1,3922.7602266838294
4082,3,600,7,200,1,3876.4385620069343
4083,3,600,7,300,1,3845.2484234404737
4084,3,600,7,400,1,3824.4281721294915
4085,3,600,7,500,1,3810.9654273908177
4086,3,600,7,600,1,3802.8662654047125
4087,3,600,7,700,1,3798.761976293771
4088,3,600,7,800,1,3797.6845574264735
4089,3,600,7,900,1,3798.932167245639
4090,3,600,7,1000,1,3801.985157589963
4091,3,600,7,1500,1,3833.3700517463612
4092,3,600,7,2000,1,3876.9020993870477
4093,3,600,7,2500,1,3923.701220311816
4094,3,600,7,3000,1,3970.4541641567016
4095,3,700,0,0,1,3768.326322388353
4096,3,700,1,100,1,3625.9695521467984
4097,3,700,1,200,1,3585.7794975063734
4098,3,700,1,300,1,3557.816536212028
4099,3,700,1,400,1,3538.557769877751
4100,3,700,1,500,1,3525.6693052432156
4101,3,700,1,600,1,3517.5473715915523
4102,3,700,1,700,1,3513.0563119051567
4103,3,700,1,800,1,3511.371540199581
4104,3,700,1,900,1,3511.881517263233
4105,3,700,1,1000,1,3514.124423945357
4106,3,700,1,1500,1,3541.310052230852
4107,3,700,1,2000,1,3581.1913786933483
4108,3,700,1,2500,1,3625.0300006787174
4109,3,700,1,3000,1,3669.391844192607
4110,3,700,2,100,1,3620.3445521467984
4111,3,700,2,200,1,3580.1544975063734
4112,3,700,2,300,1,3552.191536212028
4113,3,700,2,400,1,3532.932769877751
4114,3,700,2,500,1,3520.0443052432156
4115,3,700,2,600,1,3511.9223715915523
4116,3,700,2,700,1,3507.4313119051567
4117,3,700,2,800,1,3505.746540199581
4118,3,700,2,900,1,3506.256517263233
4119,3,700,2,1000,1,3508.499423945357
4120,3,700,2,1500,1,3535.685052230852
4121,3,700,2,2000,1,3575.5663786933483
4122,3,700,2,2500,1,3619.4050006787174
4123,3,700,2,3000,1,3663.766844192607
4124,3,700,3,100,1,3654.0945521467984
4125,3,700,3,200,1,3613.9044975063734
4126,3,700,3,300,1,3585.941536212028
4127,3,700,3,400,1,3566.682769877751
4128,3,700,3,500,1,3553.7943052432156
4129,3,700,3,600,1,3545.6723715915523
4130,3,700,3,700,1,3541.1813119051567
4131,3,700,3,800,1,3539.496540199581
4132,3,700,3,900,1,3540.006517263233
4133,3,700,3,1000,1,3542.249423945357
4134,3,700,3,1500,1,3569.435052230852
4135,3,700,3,2000,1,3609.3163786933483
4136,3,700,3,2500,1,3653.1550006787174
4137,3,700,3,3000,1,3697.516844192607
4138,3,700,4,100,1,3710.3445521467984
4139,3,700,4,200,1,3670.1544975063734
4140,3,700,4,300,1,3642.191536212028
4141,3,700,4,400,1,3622.9327698777506
4142,3,700,4,500,1,3610.0443052432156
4143,3,700,4,600,1,3601.9223715915523
4144,3,700,4,700,1,3597.4313119051567
4145,3,700,4,800,1,3595.7465401995805
4146,3,700,4,900,1,3596.256517263233
4147,3,700,4,1000,1,3598.499423945357
4148,3,700,4,1500,1,3625.6850522308514
4149,3,700,4,2000,1,3665.5663786933483
4150,3,700,4,2500,1,3709.4050006787174
4151,3,700,4,3000,1,3753.766844192607
4152,3,700,5,100,1,3780.6570521467984
4153,3,700,5,200,1,3740.4669975063734
4154,3,700,5,300,1,3712.504036212028
4155,3,700,5,400,1,3693.245269877751
4156,3,700,5,500,1,3680.3568052432156
4157,3,700,5,600,1,3672.2348715915523
4158,3,700,5,700,1,3667.7438119051567
4159,3,700,5,800,1,3666.059040199581
4160,3,700,5,900,1,3666.569017263233
4161,3,700,5,1000,1,3668.811923945357
4162,3,700,5,1500,1,3695.997552230852
4163,3,700,5,2000,1,3735.8788786933483
4164,3,700,5,2500,1,3779.7175006787174
4165,3,700,5,3000,1,3824.079344192607
4166,3,700,6,100,1,3860.3445521467984
4167,3,700,6,200,1,3820.1544975063734
4168,3,700,6,300,1,3792.191536212028
4169,3,700,6,400,1,3772.932769877751
4170,3,700,6,500,1,3760.0443052432156
4171,3,700,6,600,1,3751.9223715915523
4172,3,700,6,700,1,3747.4313119051567
4173,3,700,6,800,1,3745.746540199581
4174,3,700,6,900,1,3746.256517263233
4175,3,700,6,1000,1,3748.499423945357
4176,3,700,6,1500,1,3775.685052230852
4177,3,700,6,2000,1,3815.5663786933483
4178,3,700,6,2500,1,3859.4050006787174
4179,3,700,6,3000,1,3903.766844192607
4180,3,700,7,100,1,3946.5945521467984
4181,3,700,7,200,1,3906.4044975063734
4182,3,700,7,300,1,3878.441536212028
4183,3,700,7,400,1,3859.182769877751
4184,3,700,7,500,1,3846.2943052432156
4185,3,700,7,600,1,3838.1723715915523
4186,3,700,7,700,1,3833.6813119051567
4187,3,700,7,800,1,3831.996540199581
4188,3,700,7,900,1,3832.506517263233
4189,3,700,7,1000,1,3834.749423945357
4190,3,700,7,1500,1,3861.935052230852
4191,3,700,7,2000,1,3901.8163786933483
4192,3,700,7,2500,1,3945.6550006787174
4193,3,700,7,3000,1,3990.016844192607
4194,3,800,0,0,1,3780.5005422866616
4195,3,800,1,100,1,3646.9355715722722
4196,3,800,1,200,1,3611.829900294565
4197,3,800,1,300,1,3586.775112364685
4198,3,800,1,400,1,3569.097345081719
4199,3,800,1,500,1,3556.9577668893335
4200,3,800,1,600,1,3549.05306638384
4201,3,800,1,700,1,3544.4359131535225
4202,3,800,1,800,1,3542.402876936504
4203,3,800,1,900,1,3542.422008398606
4204,3,800,1,1000,1,3544.084642332208
4205,3,800,1,1500,1,3567.9551226515055
4206,3,800,1,2000,1,3604.73570862768
4207,3,800,1,2500,1,3645.9664156655463
4208,3,800,1,3000,1,3688.1733955942786
4209,3,800,2,100,1,3641.3105715722722
4210,3,800,2,200,1,3606.204900294565
4211,3,800,2,300,1,3581.150112364685
4212,3,800,2,400,1,3563.472345081719
4213,3,800,2,500,1,3551.3327668893335
4214,3,800,2,600,1,3543.42806638384
4215,3,800,2,700,1,3538.8109131535225
4216,3,800,2,800,1,3536.777876936504
4217,3,800,2,900,1,3536.797008398606
4218,3,800,2,1000,1,3538.459642332208
4219,3,800,2,1500,1,3562.3301226515055
4220,3,800,2,2000,1,3599.11070862768
4221,3,800,2,2500,1,3640.3414156655463
4222,3,800,2,3000,1,3682.5483955942786
4223,3,800,3,100,1,3675.0605715722722
4224,3,800,3,200,1,3639.954900294565
4225,3,800,3,300,1,3614.900112364685
4226,3,800,3,400,1,3597.222345081719
4227,3,800,3,500,1,3585.0827668893335
4228,3,800,3,600,1,3577.17806638384
4229,3,800,3,700,1,3572.5609131535225
4230,3,800,3,800,1,3570.527876936504
4231,3,800,3,900,1,3570.547008398606
4232,3,800,3,1000,1,3572.209642332208
4233,3,800,3,1500,1,3596.0801226515055
4234,3,800,3,2000,1,3632.86070862768
4235,3,800,3,2500,1,3674.0914156655463
4236,3,800,3,3000,1,3716.2983955942786
4237,3,800,4,100,1,3731.3105715722722
4238,3,800,4,200,1,3696.204900294565
4239,3,800,4,300,1,3671.150112364685
4240,3,800,4,400,1,3653.472345081719
4241,3,800,4,500,1,3641.3327668893335
4242,3,800,4,600,1,3633.42806638384
4243,3,800,4,700,1,3628.810913153522
4244,3,800,4,800,1,3626.777876936504
4245,3,800,4,900,1,3626.7970083986056
4246,3,800,4,1000,1,3628.459642332208
4247,3,800,4,1500,1,3652.330122651505
4248,3,800,4,2000,1,3689.1107086276797
4249,3,800,4,2500,1,3730.3414156655463
4250,3,800,4,3000,1,3772.548395594278
4251,3,800,5,100,1,3801.6230715722722
4252,3,800,5,200,1,3766.517400294565
4253,3,800,5,300,1,3741.462612364685
4254,3,800,5,400,1,3723.784845081719
4255,3,800,5,500,1,3711.6452668893335
4256,3,800,5,600,1,3703.74056638384
4257,3,800,5,700,1,3699.1234131535225
4258,3,800,5,800,1,3697.090376936504
4259,3,800,5,900,1,3697.109508398606
4260,3,800,5,1000,1,3698.772142332208
4261,3,800,5,1500,1,3722.6426226515055
4262,3,800,5,2000,1,3759.42320862768
4263,3,800,5,2500,1,3800.6539156655463
4264,3,800,5,3000,1,3842.8608955942786
4265,3,800,6,100,1,3881.3105715722722
4266,3,800,6,200,1,3846.204900294565
4267,3,800,6,300,1,3821.150112364685
4268,3,800,6,400,1,3803.472345081719
4269,3,800,6,500,1,3791.3327668893335
4270,3,800,6,600,1,3783.42806638384
4271,3,800,6,700,1,3778.8109131535225
4272,3,800,6,800,1,3776.777876936504
4273,3,800,6,900,1,3776.797008398606
4274,3,800,6,1000,1,3778.459642332208
4275,3,800,6,1500,1,3802.3301226515055
4276,3,800,6,2000,1,3839.11070862768
4277,3,800,6,2500,1,3880.3414156655463
4278,3,800,6,3000,1,3922.5483955942786
4279,3,800,7,100,1,3967.5605715722722
4280,3,800,7,200,1,3932.454900294565
4281,3,800,7,300,1,3907.400112364685
4282,3,800,7,400,1,3889.722345081719
4283,3,800,7,500,1,3877.5827668893335
4284,3,800,7,600,1,3869.67806638384
4285,3,800,7,700,1,3865.0609131535225
4286,3,800,7,800,1,3863.027876936504
4287,3,800,7,900,1,3863.047008398606
4288,3,800,7,1000,1,3864.709642332208
4289,3,800,7,1500,1,3888.5801226515055
4290,3,800,7,2000,1,3925.36070862768
4291,3,800,7,2500,1,3966.5914156655463
4292,3,800,7,3000,1,4008.7983955942786
4293,3,900,0,0,1,3792.466645638172
4294,3,900,1,100,1,3665.8432643771016
4295,3,900,1,200,1,3634.9924548516183
4296,3,900,1,300,1,3612.525384920222
4297,3,900,1,400,1,3596.368162187115
4298,3,900,1,500,1,3585.0498208625227
4299,3,900,1,600,1,3577.500286107464
4300,3,900,1,700,1,3572.924236609774
4301,3,900,1,800,1,3570.719592851855
4302,3,900,1,900,1,3570.423260951732
4303,3,900,1,1000,1,3571.674078341139
4304,3,900,1,1500,1,3592.9153448056204
4305,3,900,1,2000,1,3627.0488983170794
4306,3,900,1,2500,1,3665.973315951959
4307,3,900,1,3000,1,3706.232535544298
4308,3,900,2,100,1,3660.2182643771016
4309,3,900,2,200,1,3629.3674548516183
4310,3,900,2,300,1,3606.900384920222
4311,3,900,2,400,1,3590.743162187115
4312,3,900,2,500,1,3579.4248208625227
4313,3,900,2,600,1,3571.875286107464
4314,3,900,2,700,1,3567.299236609774
4315,3,900,2,800,1,3565.094592851855
4316,3,900,2,900,1,3564.798260951732
4317,3,900,2,1000,1,3566.049078341139
4318,3,900,2,1500,1,3587.2903448056204
4319,3,900,2,2000,1,3621.4238983170794
4320,3,900,2,2500,1,3660.348315951959
4321,3,900,2,3000,1,3700.607535544298
4322,3,900,3,100,1,3693.9682643771016
4323,3,900,3,200,1,3663.1174548516183
4324,3,900,3,300,1,3640.650384920222
4325,3,900,3,400,1,3624.493162187115
4326,3,900,3,500,1,3613.1748208625227
4327,3,900,3,600,1,3605.625286107464
4328,3,900,3,700,1,3601.049236609774
4329,3,900,3,800,1,3598.844592851855
4330,3,900,3,900,1,3598.548260951732
4331,3,900,3,1000,1,3599.799078341139
4332,3,900,3,1500,1,3621.0403448056204
4333,3,900,3,2000,1,3655.1738983170794
4334,3,900,3,2500,1,3694.098315951959
4335,3,900,3,3000,1,3734.357535544298
4336,3,900,4,100,1,3750.218264377101
4337,3,900,4,200,1,3719.3674548516183
4338,3,900,4,300,1,3696.9003849202218
4339,3,900,4,400,1,3680.7431621871146
4340,3,900,4,500,1,3669.424820862522
4341,3,900,4,600,1,3661.8752861074636
4342,3,900,4,700,1,3657.299236609774
4343,3,900,4,800,1,3655.094592851855
4344,3,900,4,900,1,3654.798260951732
4345,3,900,4,1000,1,3656.0490783411387
4346,3,900,4,1500,1,3677.2903448056204
4347,3,900,4,2000,1,3711.423898317079
4348,3,900,4,2500,1,3750.348315951959
4349,3,900,4,3000,1,3790.607535544298
4350,3,900,5,100,1,3820.5307643771016
4351,3,900,5,200,1,3789.6799548516183
4352,3,900,5,300,1,3767.212884920222
4353,3,900,5,400,1,3751.055662187115
4354,3,900,5,500,1,3739.7373208625227
4355,3,900,5,600,1,3732.187786107464
4356,3,900,5,700,1,3727.611736609774
4357,3,900,5,800,1,3725.407092851855
4358,3,900,5,900,1,3725.110760951732
4359,3,900,5,1000,1,3726.361578341139
4360,3,900,5,1500,1,3747.6028448056204
4361,3,900,5,2000,1,3781.7363983170794
4362,3,900,5,2500,1,3820.660815951959
4363,3,900,5,3000,1,3860.920035544298
4364,3,900,6,100,1,3900.2182643771016
4365,3,900,6,200,1,3869.3674548516183
4366,3,900,6,300,1,3846.900384920222
4367,3,900,6,400,1,3830.743162187115
4368,3,900,6,500,1,3819.4248208625227
4369,3,900,6,600,1,3811.875286107464
4370,3,900,6,700,1,3807.299236609774
4371,3,900,6,800,1,3805.094592851855
4372,3,900,6,900,1,3804.798260951732
4373,3,900,6,1000,1,3806.049078341139
4374,3,900,6,1500,1,3827.2903448056204
4375,3,900,6,2000,1,3861.4238983170794
4376,3,900,6,2500,1,3900.348315951959
4377,3,900,6,3000,1,3940.607535544298
4378,3,900,7,100,1,3986.4682643771016
4379,3,900,7,200,1,3955.6174548516183
4380,3,900,7,300,1,3933.150384920222
4381,3,900,7,400,1,3916.993162187115
4382,3,900,7,500,1,3905.6748208625227
4383,3,900,7,600,1,3898.125286107464
4384,3,900,7,700,1,3893.549236609774
4385,3,900,7,800,1,3891.344592851855
4386,3,900,7,900,1,3891.048260951732
4387,3,900,7,1000,1,3892.299078341139
4388,3,900,7,1500,1,3913.5403448056204
4389,3,900,7,2000,1,3947.6738983170794
4390,3,900,7,2500,1,3986.598315951959
4391,3,900,7,3000,1,4026.857535544298
4392,3,1000,0,0,1,3804.231628459638
4393,3,1000,1,100,1,3683.209797338552
4394,3,1000,1,200,1,3655.9534247587258
4395,3,1000,1,300,1,3635.7785574848963
4396,3,1000,1,400,1,3621.046575341206
4397,3,1000,1,500,1,3610.5646590614056
4398,3,1000,1,600,1,3603.4455962830443
4399,3,1000,1,700,1,3599.0171773051034
4400,3,1000,1,800,1,3596.7618795712556
4401,3,1000,1,900,1,3596.2756693192505
4402,3,1000,1,1000,1,3597.239219533324
4403,3,1000,1,1500,1,3616.3880304945806
4404,3,1000,1,2000,1,3648.251121780072
4405,3,1000,1,2500,1,3685.1284183813805
4406,3,1000,1,3000,1,3723.6220422825154
4407,3,1000,2,100,1,3677.584797338552
4408,3,1000,2,200,1,3650.3284247587258
4409,3,1000,2,300,1,3630.1535574848963
4410,3,1000,2,400,1,3615.421575341206
4411,3,1000,2,500,1,3604.9396590614056
4412,3,1000,2,600,1,3597.8205962830443
4413,3,1000,2,700,1,3593.3921773051034
4414,3,1000,2,800,1,3591.1368795712556
4415,3,1000,2,900,1,3590.6506693192505
4416,3,1000,2,1000,1,3591.614219533324
4417,3,1000,2,1500,1,3610.7630304945806
4418,3,1000,2,2000,1,3642.626121780072
4419,3,1000,2,2500,1,3679.5034183813805
4420,3,1000,2,3000,1,3717.9970422825154
4421,3,1000,3,100,1,3711.334797338552
4422,3,1000,3,200,1,3684.0784247587258
4423,3,1000,3,300,1,3663.9035574848963
4424,3,1000,3,400,1,3649.171575341206
4425,3,1000,3,500,1,3638.6896590614056
4426,3,1000,3,600,1,3631.5705962830443
4427,3,1000,3,700,1,3627.1421773051034
4428,3,1000,3,800,1,3624.8868795712556
4429,3,1000,3,900,1,3624.4006693192505
4430,3,1000,3,1000,1,3625.364219533324
4431,3,1000,3,1500,1,3644.5130304945806
4432,3,1000,3,2000,1,3676.376121780072
4433,3,1000,3,2500,1,3713.2534183813805
4434,3,1000,3,3000,1,3751.7470422825154
4435,3,1000,4,100,1,3767.5847973385517
4436,3,1000,4,200,1,3740.3284247587253
4437,3,1000,4,300,1,3720.153557484896
4438,3,1000,4,400,1,3705.4215753412054
4439,3,1000,4,500,1,3694.939659061405
4440,3,1000,4,600,1,3687.8205962830443
4441,3,1000,4,700,1,3683.3921773051034
4442,3,1000,4,800,1,3681.136879571255
4443,3,1000,4,900,1,3680.6506693192505
4444,3,1000,4,1000,1,3681.614219533324
4445,3,1000,4,1500,1,3700.7630304945806
4446,3,1000,4,2000,1,3732.626121780072
4447,3,1000,4,2500,1,3769.5034183813805
4448,3,1000,4,3000,1,3807.9970422825154
4449,3,1000,5,100,1,3837.897297338552
4450,3,1000,5,200,1,3810.6409247587258
4451,3,1000,5,300,1,3790.4660574848963
4452,3,1000,5,400,1,3775.734075341206
4453,3,1000,5,500,1,3765.2521590614056
4454,3,1000,5,600,1,3758.1330962830443
4455,3,1000,5,700,1,3753.7046773051034
4456,3,1000,5,800,1,3751.4493795712556
4457,3,1000,5,900,1,3750.9631693192505
4458,3,1000,5,1000,1,3751.926719533324
4459,3,1000,5,1500,1,3771.0755304945806
4460,3,1000,5,2000,1,3802.938621780072
4461,3,1000,5,2500,1,3839.8159183813805
4462,3,1000,5,3000,1,3878.3095422825154
4463,3,1000,6,100,1,3917.584797338552
4464,3,1000,6,200,1,3890.3284247587258
4465,3,1000,6,300,1,3870.1535574848963
4466,3,1000,6,400,1,3855.421575341206
4467,3,1000,6,500,1,3844.9396590614056
4468,3,1000,6,600,1,3837.8205962830443
4469,3,1000,6,700,1,3833.3921773051034
4470,3,1000,6,800,1,3831.1368795712556
4471,3,1000,6,900,1,3830.6506693192505
4472,3,1000,6,1000,1,3831.614219533324
4473,3,1000,6,1500,1,3850.7630304945806
4474,3,1000,6,2000,1,3882.626121780072
4475,3,1000,6,2500,1,3919.5034183813805
4476,3,1000,6,3000,1,3957.9970422825154
4477,3,1000,7,100,1,4003.834797338552
4478,3,1000,7,200,1,3976.5784247587258
4479,3,1000,7,300,1,3956.4035574848963
4480,3,1000,7,400,1,3941.671575341206
4481,3,1000,7,500,1,3931.1896590614056
4482,3,1000,7,600,1,3924.0705962830443
4483,3,1000,7,700,1,3919.6421773051034
4484,3,1000,7,800,1,3917.3868795712556
4485,3,1000,7,900,1,3916.9006693192505
4486,3,1000,7,1000,1,3917.864219533324
4487,3,1000,7,1500,1,3937.0130304945806
4488,3,1000,7,2000,1,3968.876121780072
4489,3,1000,7,2500,1,4005.7534183813805
4490,3,1000,7,3000,1,4044.2470422825154
4491,3,1500,0,0,1,3860.2615238311137
4492,3,1500,1,100,1,3756.0523946493954
4493,3,1500,1,200,1,3740.505099571347
4494,3,1500,1,300,1,3728.4549726688724
4495,3,1500,1,400,1,3719.2836242098056
4496,3,1500,1,500,1,3712.5006619360215
4497,3,1500,1,600,1,3707.712829998398
4498,3,1500,1,700,1,3704.6016074226145
4499,3,1500,1,800,1,3702.9066858112224
4500,3,1500,1,900,1,3702.4136069422066
4501,3,1500,1,1000,1,3702.9443917895824
4502,3,1500,1,1500,1,3716.496861129025
4503,3,1500,1,2000,1,3740.8369975945816
4504,3,1500,1,2500,1,3770.298735924655
4505,3,1500,1,3000,1,3802.0406963322052
4506,3,1500,2,100,1,3750.4273946493954
4507,3,1500,2,200,1,3734.880099571347
4508,3,1500,2,300,1,3722.8299726688724
4509,3,1500,2,400,1,3713.6586242098056
4510,3,1500,2,500,1,3706.8756619360215
4511,3,1500,2,600,1,3702.087829998398
4512,3,1500,2,700,1,3698.9766074226145
4513,3,1500,2,800,1,3697.2816858112224
4514,3,1500,2,900,1,3696.7886069422066
4515,3,1500,2,1000,1,3697.3193917895824
4516,3,1500,2,1500,1,3710.871861129025
4517,3,1500,2,2000,1,3735.2119975945816
4518,3,1500,2,2500,1,3764.673735924655
4519,3,1500,2,3000,1,3796.4156963322052
4520,3,1500,3,100,1,3784.1773946493954
4521,3,1500,3,200,1,3768.630099571347
4522,3,1500,3,300,1,3756.5799726688724
4523,3,1500,3,400,1,3747.4086242098056
4524,3,1500,3,500,1,3740.6256619360215
4525,3,1500,3,600,1,3735.837829998398
4526,3,1500,3,700,1,3732.7266074226145
4527,3,1500,3,800,1,3731.0316858112224
4528,3,1500,3,900,1,3730.5386069422066
4529,3,1500,3,1000,1,3731.0693917895824
4530,3,1500,3,1500,1,3744.621861129025
4531,3,1500,3,2000,1,3768.9619975945816
4532,3,1500,3,2500,1,3798.423735924655
4533,3,1500,3,3000,1,3830.1656963322052
4534,3,1500,4,100,1,3840.427394649395
4535,3,1500,4,200,1,3824.8800995713464
4536,3,1500,4,300,1,3812.829972668872
4537,3,1500,4,400,1,3803.6586242098056
4538,3,1500,4,500,1,3796.875661936021
4539,3,1500,4,600,1,3792.087829998398
4540,3,1500,4,700,1,3788.9766074226145
4541,3,1500,4,800,1,3787.281685811222
4542,3,1500,4,900,1,3786.7886069422066
4543,3,1500,4,1000,1,3787.3193917895824
4544,3,1500,4,1500,1,3800.871861129025
4545,3,1500,4,2000,1,3825.2119975945816
4546,3,1500,4,2500,1,3854.6737359246545
4547,3,1500,4,3000,1,3886.415696332205
4548,3,1500,5,100,1,3910.7398946493954
4549,3,1500,5,200,1,3895.192599571347
4550,3,1500,5,300,1,3883.1424726688724
4551,3,1500,5,400,1,3873.9711242098056
4552,3,1500,5,500,1,3867.1881619360215
4553,3,1500,5,600,1,3862.400329998398
4554,3,1500,5,700,1,3859.2891074226145
4555,3,1500,5,800,1,3857.5941858112224
4556,3,1500,5,900,1,3857.1011069422066
4557,3,1500,5,1000,1,3857.6318917895824
4558,3,1500,5,1500,1,3871.184361129025
4559,3,1500,5,2000,1,3895.5244975945816
